Timestamp,FIT101,LIT101,MV101,P101,P102,DPIT301,FIT301,LIT301,MV301,MV302,MV303,MV304,P301,P302,Attack
 28/12/2015 11:22:39 AM,2.504244,629.0323,2,1,1,19.70037,2.21324,886.8319,1,2,1,1,1,2,1
 28/12/2015 11:22:40 AM,2.540435,630.0323,2,1,1,19.72277,2.21324,886.4314,1,2,1,1,1,2,1
 28/12/2015 11:22:41 AM,2.58079,631.0323,2,1,1,19.72277,2.21324,885.9107,1,2,1,1,1,2,1
 28/12/2015 11:22:42 AM,2.621785,632.0323,2,1,1,19.72277,2.212343,884.9094,1,2,1,1,1,2,1
 28/12/2015 11:22:43 AM,2.65093,633.0323,2,1,1,19.74198,2.212087,884.629,1,2,1,1,1,2,1
 28/12/2015 11:22:44 AM,2.674631,634.0323,2,1,1,19.74198,2.212087,883.9881,1,2,1,1,1,2,1
 28/12/2015 11:22:45 AM,2.674631,635.0323,2,1,1,19.71957,2.212087,883.9881,1,2,1,1,1,2,1
 28/12/2015 11:22:46 AM,2.646126,636.0323,2,1,1,19.70037,2.212087,883.3472,1,2,1,1,1,2,1
 28/12/2015 11:22:47 AM,2.632034,636.0323,2,1,1,19.70037,2.212087,883.147,1,2,1,1,1,2,1
 28/12/2015 11:22:48 AM,2.628191,637.0323,2,1,1,19.70037,2.212087,882.5461,1,2,1,1,1,2,1
 28/12/2015 11:22:49 AM,2.628191,638.0323,2,1,1,19.70037,2.212087,881.9854,1,2,1,1,1,2,1
 28/12/2015 11:22:50 AM,2.614739,639.0323,2,1,1,19.70037,2.210678,881.8252,1,2,1,1,1,2,1
 28/12/2015 11:22:51 AM,2.594882,640.0323,2,1,1,19.67155,2.210294,880.944,1,2,1,1,1,2,1
 28/12/2015 11:22:52 AM,2.572142,641.0323,2,1,1,19.65555,2.210294,880.9039,1,2,1,1,1,2,1
 28/12/2015 11:22:53 AM,2.55837,642.0323,2,1,1,19.65555,2.210294,880.223,1,2,1,1,1,2,1
 28/12/2015 11:22:54 AM,2.540435,643.0323,2,1,1,19.65555,2.210294,879.9827,1,2,1,1,1,2,1
 28/12/2015 11:22:55 AM,2.521218,644.0323,2,1,1,19.62033,2.210294,879.5421,1,2,1,1,1,2,1
 28/12/2015 11:22:56 AM,2.497198,645.0323,2,1,1,19.62033,2.210678,878.8212,1,2,1,1,1,2,1
 28/12/2015 11:22:57 AM,2.48791,646.0323,2,1,1,19.62033,2.210678,878.741,1,2,1,1,1,2,1
 28/12/2015 11:22:58 AM,2.471896,647.0323,2,1,1,19.62033,2.210678,878.3806,1,2,1,1,1,2,1
 28/12/2015 11:22:59 AM,2.460686,648.0323,2,1,1,19.65875,2.210678,878.0201,1,2,1,1,1,2,1
 28/12/2015 11:23:00 AM,2.446594,649.0323,2,1,1,19.65875,2.210678,877.3392,1,2,1,1,1,2,1
 28/12/2015 11:23:01 AM,2.436025,650.0323,2,1,1,19.65875,2.210678,876.9386,1,2,1,1,1,2,1
 28/12/2015 11:23:02 AM,2.436025,650.0323,2,1,1,19.65875,2.210678,876.9386,1,2,1,1,1,2,1
 28/12/2015 11:23:03 AM,2.428338,651.0323,2,1,1,19.65875,2.210678,876.6983,1,2,1,1,1,2,1
 28/12/2015 11:23:04 AM,2.425776,652.0323,2,1,1,19.70677,2.210678,875.9774,1,2,1,1,1,2,1
 28/12/2015 11:23:05 AM,2.438587,653.0323,2,1,1,19.70677,2.212984,876.1776,1,2,1,1,1,2,1
 28/12/2015 11:23:06 AM,2.473497,654.0323,2,1,1,19.70677,2.212984,875.777,1,2,1,1,1,2,1
 28/12/2015 11:23:07 AM,2.521538,655.0323,2,1,1,19.70677,2.212984,875.777,1,2,1,1,1,1,1
 28/12/2015 11:23:08 AM,2.559331,656.0323,2,1,1,19.19457,2.212984,874.8158,1,2,1,1,1,1,1
 28/12/2015 11:23:09 AM,2.599366,656.0323,2,1,1,17.85646,2.196842,874.6956,1,0,1,1,1,1,1
 28/12/2015 11:23:10 AM,2.623707,657.0323,2,1,1,15.66682,2.114851,874.0948,1,0,1,1,1,1,1
 28/12/2015 11:23:11 AM,2.646446,658.0323,2,1,1,13.04821,1.913077,873.7744,1,0,1,1,1,1,1
 28/12/2015 11:23:12 AM,2.651251,659.0323,2,1,1,10.51924,1.637511,873.2937,1,0,1,1,1,1,1
 28/12/2015 11:23:13 AM,2.651251,660.0323,2,1,1,8.428837,1.297121,872.733,1,0,1,1,1,1,1
 28/12/2015 11:23:14 AM,2.628191,661.0323,2,1,1,6.642551,0.935208,872.1321,1,0,1,1,1,1,1
 28/12/2015 11:23:15 AM,2.617301,662.0323,2,1,1,5.169985,0.5991737,871.6115,1,0,1,1,1,1,1
 28/12/2015 11:23:16 AM,2.605771,663.0323,2,1,1,3.969524,0.3360343,871.2109,1,1,1,1,1,1,1
 28/12/2015 11:23:17 AM,2.594562,664.0323,2,1,1,3.322876,0.2179163,870.8104,1,1,1,1,1,1,1
 28/12/2015 11:23:18 AM,2.574384,665.0323,2,1,1,2.721045,0.1163245,870.8104,1,1,1,1,1,1,1
 28/12/2015 11:23:19 AM,2.550043,666.0323,2,1,1,2.212049,0.06328668,870.2897,1,1,1,1,1,1,1
 28/12/2015 11:23:20 AM,2.535311,667.0323,2,1,1,2.125616,0.03266823,869.9292,1,1,1,1,1,1,1
 28/12/2015 11:23:21 AM,2.519617,668.0323,2,1,1,2.077598,0.01498895,869.9692,1,1,1,1,1,1,1
 28/12/2015 11:23:22 AM,2.503283,669.0323,2,1,1,2.042384,0,869.4085,1,1,1,1,1,1,1
 28/12/2015 11:23:23 AM,2.482785,670.0323,2,1,1,2.003969,0,869.5687,1,1,1,1,1,1,1
 28/12/2015 11:23:24 AM,2.46549,671.0323,2,1,1,1.997567,0,869.6889,1,1,1,1,1,1,1
 28/12/2015 11:23:25 AM,2.450758,672.0323,2,1,1,1.955951,0,869.6088,1,1,1,1,1,1,1
 28/12/2015 11:23:26 AM,2.436345,673.0323,2,1,1,1.955951,0,869.0881,1,1,1,1,1,1,1
 28/12/2015 11:23:27 AM,2.421612,673.0323,2,1,1,1.955951,0,869.2083,1,1,1,1,1,1,1
 28/12/2015 11:23:28 AM,2.421612,674.0323,2,1,1,1.955951,0,869.3284,1,1,1,1,1,1,1
 28/12/2015 11:23:29 AM,2.421612,675.0323,2,1,1,1.955951,0,868.7676,1,1,1,1,1,1,1
 28/12/2015 11:23:30 AM,2.451078,676.0323,2,1,1,1.987963,0,868.9679,1,1,1,1,1,1,1
 28/12/2015 11:23:31 AM,2.501681,677.0323,2,1,1,1.987963,0,868.8878,1,1,1,1,1,1,1
 28/12/2015 11:23:32 AM,2.54588,678.0323,2,1,1,1.987963,0,868.9279,1,1,1,1,1,1,1
 28/12/2015 11:23:33 AM,2.58079,679.0323,2,1,1,1.994366,0,869.0881,1,1,1,1,1,1,1
 28/12/2015 11:23:34 AM,2.617942,680.0323,2,1,1,2.013573,0,868.9279,1,1,1,1,1,1,1
 28/12/2015 11:23:35 AM,2.644845,681.0323,2,1,1,2.013573,0,869.4085,1,1,1,1,1,1,1
 28/12/2015 11:23:36 AM,2.658617,681.0323,2,1,1,2.013573,0,869.0881,1,1,1,1,1,1,1
 28/12/2015 11:23:37 AM,2.660539,682.0323,2,1,1,2.013573,0,869.3685,1,1,1,1,1,1,1
 28/12/2015 11:23:38 AM,2.628511,683.0323,2,1,1,2.013573,0,869.1682,1,1,1,1,1,1,1
 28/12/2015 11:23:39 AM,2.617301,684.0323,2,1,1,2.013573,0,869.3685,1,1,1,1,1,1,1
 28/12/2015 11:23:40 AM,2.614099,685.0323,2,1,1,2.013573,0,869.5687,1,1,1,1,1,1,1
 28/12/2015 11:23:41 AM,2.614099,686.0323,2,1,1,2.013573,0,869.3284,1,1,1,1,1,1,1
 28/12/2015 11:23:42 AM,2.60417,687.0323,2,1,1,2.013573,0,869.6889,1,1,1,1,1,1,1
 28/12/2015 11:23:43 AM,2.587195,687.0323,2,1,1,2.013573,0,869.4886,1,1,1,1,1,1,1
 28/12/2015 11:23:44 AM,2.572783,688.0323,2,1,1,2.013573,0,869.9692,1,1,1,1,1,1,1
 28/12/2015 11:23:45 AM,2.556449,689.0323,2,1,1,2.013573,0,869.8892,1,1,1,1,1,1,1
 28/12/2015 11:23:46 AM,2.540435,690.0323,2,1,1,2.013573,0,869.9292,1,1,1,1,1,1,1
 28/12/2015 11:23:47 AM,2.520898,691.0323,2,1,1,2.013573,0,870.2096,1,1,1,1,1,1,1
 28/12/2015 11:23:48 AM,2.504244,692.0323,2,1,1,2.013573,0,870.3298,1,1,1,1,1,1,1
 28/12/2015 11:23:49 AM,2.489191,693.0323,2,1,1,2.013573,0,870.1295,1,1,1,1,1,1,1
 28/12/2015 11:23:50 AM,2.47638,694.0323,2,1,1,2.013573,0,870.6101,1,1,1,1,1,1,1
 28/12/2015 11:23:51 AM,2.463568,695.0323,2,1,1,2.013573,0,870.6902,1,1,1,1,1,1,1
 28/12/2015 11:23:52 AM,2.446274,696.0323,2,1,1,2.013573,0,870.4899,1,1,1,1,1,1,1
 28/12/2015 11:23:53 AM,2.428979,697.0323,2,1,1,2.013573,0,870.7703,1,1,1,1,1,1,1
 28/12/2015 11:23:54 AM,2.421612,698.0323,2,1,1,2.013573,0,870.6902,1,1,1,1,1,1,1
 28/12/2015 11:23:55 AM,2.421612,699.0323,2,1,1,2.013573,0,870.8905,1,1,1,1,1,1,1
 28/12/2015 11:23:56 AM,2.428338,700.0323,2,1,1,2.013573,0,870.7703,1,1,1,1,1,1,1
 28/12/2015 11:23:57 AM,2.477661,701.0323,2,1,1,2.013573,0,870.6902,1,1,1,1,1,1,1
 28/12/2015 11:23:58 AM,2.51225,702.0323,2,1,1,2.013573,0,870.3698,1,1,1,1,1,1,1
 28/12/2015 11:23:59 AM,2.560292,703.0323,2,1,1,2.013573,0,870.5701,1,1,1,1,1,1,1
 28/12/2015 11:24:00 AM,2.592,703.0323,2,1,1,2.013573,0,870.3698,1,1,1,1,1,1,1
 28/12/2015 11:24:01 AM,2.630112,704.0323,2,1,1,2.013573,0,870.1696,1,1,1,1,1,1,1
 28/12/2015 11:24:02 AM,2.653172,706.0323,2,1,1,2.013573,0,870.4899,1,1,1,1,1,1,1
 28/12/2015 11:24:03 AM,2.657336,706.0323,2,1,1,2.013573,0,870.6101,1,1,1,1,1,1,1
 28/12/2015 11:24:04 AM,2.644845,707.0323,2,1,1,2.013573,0,870.1696,1,1,1,1,1,1,1
 28/12/2015 11:24:05 AM,2.62755,708.0323,2,1,1,2.013573,0,870.2897,1,1,1,1,1,1,1
 28/12/2015 11:24:06 AM,2.61602,709.0323,2,1,1,2.013573,0,870.0093,1,1,1,1,1,1,1
 28/12/2015 11:24:07 AM,2.61602,710.0323,2,1,1,2.013573,0,869.9692,1,1,1,1,1,1,1
 28/12/2015 11:24:08 AM,2.60481,711.0323,2,1,1,2.013573,0,869.769,1,1,1,1,1,1,1
 28/12/2015 11:24:09 AM,2.583352,712.0323,2,1,1,2.013573,0,869.9292,1,1,1,1,1,1,1
 28/12/2015 11:24:10 AM,2.568299,713.0323,2,1,1,2.013573,0,870.2096,1,1,1,1,1,1,1
 28/12/2015 11:24:11 AM,2.54652,714.0323,2,1,1,2.013573,0,870.0093,1,1,1,1,1,1,1
 28/12/2015 11:24:12 AM,2.537873,715.0323,2,1,1,2.013573,0,869.8892,1,1,1,1,1,1,1
 28/12/2015 11:24:13 AM,2.521538,716.0323,2,1,1,2.013573,0,870.2096,1,1,1,1,1,1,1
 28/12/2015 11:24:14 AM,2.504244,717.0323,2,1,1,2.013573,0,870.1295,1,1,1,1,1,1,1
 28/12/2015 11:24:15 AM,2.504244,717.0323,2,1,1,2.013573,0,870.1295,1,1,1,1,1,1,1
 28/12/2015 11:24:16 AM,2.490472,718.0323,2,1,1,2.013573,0,870.1295,1,1,1,1,1,1,1
 28/12/2015 11:24:17 AM,2.471896,719.0323,2,1,1,2.013573,0,869.769,1,1,1,1,1,1,1
 28/12/2015 11:24:18 AM,2.456843,720.0323,2,1,1,2.013573,0,869.9692,1,1,1,1,1,1,1
 28/12/2015 11:24:19 AM,2.440829,720.0323,2,1,1,2.013573,0,869.9292,1,1,1,1,1,1,1
 28/12/2015 11:24:20 AM,2.428658,721.0323,2,1,1,2.013573,0,870.3298,1,1,1,1,1,1,1
 28/12/2015 11:24:21 AM,2.425135,722.0323,2,1,1,2.013573,0,870.4099,1,1,1,1,1,1,1
 28/12/2015 11:24:22 AM,2.425135,723.0323,2,1,1,2.013573,0,870.3698,1,1,1,1,1,1,1
 28/12/2015 11:24:23 AM,2.449476,724.0323,2,1,1,2.013573,0,870.7703,1,1,1,1,1,1,1
 28/12/2015 11:24:24 AM,2.503283,725.0323,2,1,1,2.013573,0,870.7303,1,1,1,1,1,1,1
 28/12/2015 11:24:25 AM,2.550043,726.0323,2,1,1,2.013573,0,870.5701,1,1,1,1,1,1,1
 28/12/2015 11:24:26 AM,2.585274,727.0323,2,1,1,2.013573,0,870.4899,1,1,1,1,1,1,1
 28/12/2015 11:24:27 AM,2.628511,728.0323,2,1,1,2.013573,0,870.0894,1,1,1,1,1,1,1
 28/12/2015 11:24:28 AM,2.639721,729.0323,2,1,1,2.013573,0,869.769,1,1,1,1,1,1,1
 28/12/2015 11:24:29 AM,2.669827,730.0323,2,1,1,2.013573,0,870.1295,1,1,1,1,1,1,1
 28/12/2015 11:24:30 AM,2.671748,731.0323,2,1,1,2.013573,0,870.3698,1,1,1,1,1,1,1
 28/12/2015 11:24:31 AM,2.639721,732.0323,2,1,1,2.013573,0,870.5701,1,1,1,1,1,1,1
 28/12/2015 11:24:32 AM,2.62723,733.0323,2,1,1,2.013573,0,870.1295,1,1,1,1,1,1,1
 28/12/2015 11:24:33 AM,2.625628,734.0323,2,1,1,2.013573,0,870.4899,1,1,1,1,1,1,1
 28/12/2015 11:24:34 AM,2.621785,735.0323,2,1,1,2.013573,0,870.2897,1,1,1,1,1,1,1
 28/12/2015 11:24:35 AM,2.600006,736.0323,2,1,1,2.013573,0,870.6902,1,1,1,1,1,1,1
 28/12/2015 11:24:36 AM,2.586875,737.0323,2,1,1,2.013573,0,870.3698,1,1,1,1,1,1,1
 28/12/2015 11:24:37 AM,2.567338,738.0323,2,1,1,2.013573,0,870.53,1,1,1,1,1,1,1
 28/12/2015 11:24:38 AM,2.553886,739.0323,2,1,1,2.013573,0,870.4099,1,1,1,1,1,1,1
 28/12/2015 11:24:39 AM,2.53467,739.0323,2,1,1,2.013573,0,870.4899,1,1,1,1,1,1,1
 28/12/2015 11:24:40 AM,2.52346,740.0323,2,1,1,2.013573,0,870.4899,1,1,1,1,1,1,1
 28/12/2015 11:24:41 AM,2.502642,741.0323,2,1,1,2.013573,0,870.1696,1,1,1,1,1,1,1
 28/12/2015 11:24:42 AM,2.491112,742.0323,2,1,1,2.013573,0,870.2897,1,1,1,1,1,1,1
 28/12/2015 11:24:43 AM,2.473497,743.0323,2,1,1,2.013573,0,870.0093,1,1,1,1,1,1,1
 28/12/2015 11:24:44 AM,2.460686,744.0323,2,1,1,2.010372,0,870.53,1,1,1,1,1,1,1
 28/12/2015 11:24:45 AM,2.441469,745.0323,2,1,1,2.000768,0,870.3698,1,1,1,1,1,1,1
 28/12/2015 11:24:46 AM,2.423854,746.0323,2,1,1,2.000768,0,870.53,1,1,1,1,1,1,1
 28/12/2015 11:24:47 AM,2.420651,747.0323,2,1,1,2.000768,0,870.0894,1,1,1,1,1,1,1
 28/12/2015 11:24:48 AM,2.420651,748.0323,2,1,1,2.000768,0,870.53,1,1,1,1,1,1,1
 28/12/2015 11:24:49 AM,2.427057,749.0323,2,1,1,2.000768,0,870.0894,1,1,1,1,1,1,1
 28/12/2015 11:24:50 AM,2.4767,750.0323,2,1,1,2.000768,0,870.3698,1,1,1,1,1,1,1
 28/12/2015 11:24:51 AM,2.522499,751.0323,2,1,1,2.000768,0,870.0093,1,1,1,1,1,1,1
 28/12/2015 11:24:52 AM,2.562854,752.0323,2,1,1,2.000768,0,870.2096,1,1,1,1,1,1,1
 28/12/2015 11:24:53 AM,2.599366,752.0323,2,1,1,2.003969,0,869.7289,1,1,1,1,1,1,1
 28/12/2015 11:24:54 AM,2.635557,753.0323,2,1,1,2.003969,0,870.0894,1,1,1,1,1,1,1
 28/12/2015 11:24:55 AM,2.649649,754.0323,2,1,1,2.003969,0,869.809,1,1,1,1,1,1,1
 28/12/2015 11:24:56 AM,2.652532,755.0323,2,1,1,2.003969,0,870.2096,1,1,1,1,1,1,1
 28/12/2015 11:24:57 AM,2.647407,756.0323,2,1,1,2.003969,0,870.3298,1,1,1,1,1,1,1
 28/12/2015 11:24:58 AM,2.626909,757.0323,2,1,1,2.003969,0,870.1295,1,1,1,1,1,1,1
 28/12/2015 11:24:59 AM,2.616981,758.0323,2,1,1,2.003969,0,870.0894,1,1,1,1,1,1,1
 28/12/2015 11:25:00 AM,2.607693,759.0323,2,1,1,2.003969,0,870.2096,1,1,1,1,1,1,1
 28/12/2015 11:25:01 AM,2.600006,760.0323,2,1,1,2.003969,0,870.0894,1,1,1,1,1,1,1
 28/12/2015 11:25:02 AM,2.578548,761.0323,2,1,1,2.003969,0,870.5701,1,1,1,1,1,1,1
 28/12/2015 11:25:03 AM,2.566057,762.0323,2,1,1,2.003969,0,870.1696,1,1,1,1,1,1,1
 28/12/2015 11:25:04 AM,2.54652,763.0323,2,1,1,2.003969,0,870.7303,1,1,1,1,1,1,1
 28/12/2015 11:25:05 AM,2.532108,764.0323,2,1,1,2.003969,0,870.6101,1,1,1,1,1,1,1
 28/12/2015 11:25:06 AM,2.51161,765.0323,2,1,1,2.003969,0,870.8104,1,1,1,1,1,1,1
 28/12/2015 11:25:07 AM,2.495596,766.0323,2,1,1,2.003969,0,870.9706,1,1,1,1,1,1,1
 28/12/2015 11:25:08 AM,2.474778,767.0323,2,1,1,2.003969,0,870.6902,1,1,1,1,1,1,1
 28/12/2015 11:25:09 AM,2.459405,767.0323,2,1,1,2.003969,0,870.6902,1,1,1,1,1,1,1
 28/12/2015 11:25:10 AM,2.456843,768.0323,2,1,1,2.003969,0,870.8104,1,1,1,1,1,1,1
 28/12/2015 11:25:11 AM,2.433462,770.0323,2,1,1,2.003969,0,870.7703,1,1,1,1,1,1,1
 28/12/2015 11:25:12 AM,2.425135,771.0323,2,1,1,2.003969,0,871.0107,1,1,1,1,1,1,1
 28/12/2015 11:25:13 AM,2.425135,771.0323,2,1,1,2.003969,0,870.9305,1,1,1,1,1,1,1
 28/12/2015 11:25:14 AM,2.425776,772.0323,2,1,1,2.003969,0,870.9706,1,1,1,1,1,1,1
 28/12/2015 11:25:15 AM,2.475098,773.0323,2,1,1,2.003969,0,871.1308,1,1,1,1,1,1,1
 28/12/2015 11:25:16 AM,2.528905,774.0323,2,1,1,2.003969,0,871.2109,1,1,1,1,1,1,1
 28/12/2015 11:25:17 AM,2.567979,775.0323,2,1,1,2.003969,0,870.9706,1,1,1,1,1,1,1
 28/12/2015 11:25:18 AM,2.605771,776.0323,2,1,1,2.003969,0,870.9305,1,1,1,1,1,1,1
 28/12/2015 11:25:19 AM,2.605771,776.0323,2,1,1,2.003969,0,870.9305,1,1,1,1,1,1,1
 28/12/2015 11:25:20 AM,2.63876,777.0323,2,1,1,2.003969,0,871.0107,1,1,1,1,1,1,1
 28/12/2015 11:25:21 AM,2.662781,778.0323,2,1,1,2.003969,0,870.9706,1,1,1,1,1,1,1
 28/12/2015 11:25:22 AM,2.667585,779.0323,2,1,1,2.003969,0,871.0107,1,1,1,1,1,1,1
 28/12/2015 11:25:23 AM,2.648048,780.0323,2,1,1,2.003969,0,870.6902,1,1,1,1,1,1,1
 28/12/2015 11:25:24 AM,2.621785,781.0323,2,1,1,2.003969,0,870.9706,1,1,1,1,1,1,1
 28/12/2015 11:25:25 AM,2.609935,782.0323,2,1,1,2.003969,0,870.7703,1,1,1,1,1,1,1
 28/12/2015 11:25:26 AM,2.608334,783.0323,2,1,1,2.003969,0,870.6902,1,1,1,1,1,1,1
 28/12/2015 11:25:27 AM,2.598405,784.0323,2,1,1,2.003969,0,870.7303,1,1,1,1,1,1,1
 28/12/2015 11:25:28 AM,2.575345,785.0323,2,1,1,2.003969,0,870.7703,1,1,1,1,1,1,1
 28/12/2015 11:25:29 AM,2.560933,786.0323,2,1,1,2.003969,0,870.9305,1,1,1,1,1,1,1
 28/12/2015 11:25:30 AM,2.540435,787.0323,2,1,1,2.003969,0,870.5701,1,1,1,1,1,1,1
 28/12/2015 11:25:31 AM,2.527624,788.0323,2,1,1,2.003969,0,870.53,1,1,1,1,1,1,1
 28/12/2015 11:25:32 AM,2.510009,788.0323,2,1,1,2.003969,0,870.1696,1,1,1,1,1,1,1
 28/12/2015 11:25:33 AM,2.496877,789.0323,2,1,1,2.003969,0,870.53,1,1,1,1,1,1,1
 28/12/2015 11:25:34 AM,2.471575,790.0323,2,1,1,2.003969,0,870.3698,1,1,1,1,1,1,1
 28/12/2015 11:25:35 AM,2.459405,791.0323,2,1,1,2.003969,0,870.2096,1,1,1,1,1,1,1
 28/12/2015 11:25:36 AM,2.44179,792.0323,2,1,1,2.003969,0,870.3698,1,1,1,1,1,1,1
 28/12/2015 11:25:37 AM,2.424174,793.0323,2,1,1,2.003969,0,870.0894,1,1,1,1,1,1,1
 28/12/2015 11:25:38 AM,2.424174,794.0323,2,1,1,2.003969,0,870.1696,1,1,1,1,1,1,1
 28/12/2015 11:25:39 AM,2.428018,795.0323,2,1,1,2.003969,0,870.0894,1,1,1,1,1,1,1
 28/12/2015 11:25:40 AM,2.464209,796.0323,2,1,1,2.003969,0,869.9292,1,1,1,1,1,1,1
 28/12/2015 11:25:41 AM,2.505204,797.0323,2,1,1,2.003969,0,869.8892,1,1,1,1,1,1,1
 28/12/2015 11:25:42 AM,2.549082,798.0323,2,1,1,2.003969,0,869.6889,1,1,1,1,1,1,1
 28/12/2015 11:25:43 AM,2.587516,799.0323,2,1,1,2.003969,0,869.769,1,1,1,1,1,1,1
 28/12/2015 11:25:44 AM,2.625308,800.0323,2,1,1,2.003969,0,869.769,1,1,1,1,1,1,1
 28/12/2015 11:25:45 AM,2.642603,801.0323,0,1,1,2.003969,0,869.769,1,1,1,1,1,1,1
 28/12/2015 11:25:46 AM,2.653172,802.0323,0,1,1,2.003969,0,869.9692,1,1,1,1,1,1,1
 28/12/2015 11:25:47 AM,2.653172,803.0323,0,1,1,2.003969,0,869.9692,1,1,1,1,1,1,1
 28/12/2015 11:25:48 AM,2.630753,804.0323,0,1,1,2.003969,0,869.8892,1,1,1,1,1,1,1
 28/12/2015 11:25:49 AM,2.617622,805.0323,0,1,1,2.003969,0,869.6889,1,1,1,1,1,1,1
 28/12/2015 11:25:50 AM,2.606412,806.0323,0,1,1,2.003969,0,869.809,1,1,1,1,1,1,1
